ID productor,ID parcela,ID bitácora,Tipo de parcela,Estado,Año,Ciclo,Régimen hídrico,ID_Cultivo,Tipo de superficie,ID Actividad,Fecha_en_que_se_realizó_la_actividad,Época de aplicación,Actividad realizada,¿Realizó esta aplicación al cultivo1?,¿Realizó esta aplicación al cultivo2?,¿Realizó esta aplicación al cultivo3?,¿La semilla ya la compró tratada?,¿Utilizó alguna herramienta para ajustar su dosis de fertilizante?,¿Aplicó el fertilizante al momento de sembrar?,¿Aplicó el fertilizante en momentos adecuados? (con uso de las curvas de demanda de los cultivos):,Número de plagas que quiere controlar,Motivo de aplicación,Tipo de plaga (1),Tipo de plaga (2),Tipo de plaga (3),¿Cómo detecto la plaga?,¿Hizo uso de biodiversidad funcional en esta aplicación?,Actividad realizada como  uso de biodiversidad funcional,Motivo de aplicación,Enfermedad presentada,Parte de la planta dañada ,Porcentaje de daño en la planta por la plaga o enfermedad,Porcentaje del cultivo dañado,Número de productos aplicados,Id_AplicacionesDeInsumos,Secuencia del registro del Producto,Categoría_del_producto,Tipo de producto,Nombre_del_producto,Nombre del producto aplicado.. # solo si se requiere renombrar,Nitrógeno (N),Fósforo (P),Potasio (K),Otros nutrientes (Opcional),Ingrediente Activo,Cantidad,Unidad_ha,Lugar_de_aplicación,ID tipo de bitácora sección (clave foránea)
31078,RPARC-2023-0512-1234-I6WZV-MO3PN,BITAG-2023-0512-1235-PLF3T-ASIQW,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0512-1237-PZFJZ-TJ41U,INNOVACION,INSUM-2023-0614-0507-RXWQO-EYIE2,12/10/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0507-RXWQO-EYIE2,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
38818,RPARC-2023-0505-0214-KOH3T-NNFEY,BITAG-2023-0505-0215-7IBQ0-6FUHO,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0505-0400-4D7NY-J0HRT,INNOVACION,INSUM-2023-0614-0414-XEQGW-ILAJ3,11/15/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0414-XEQGW-ILAJ3,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
43620,RPARC-2023-0503-0326-Q6XMW-RL216,BITAG-2023-0503-0328-KJFDW-F1J9W,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0503-0331-M3ENT-1FQGG,INNOVACION,INSUM-2023-0614-0702-JECYZ-BQ9AA,11/30/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0702-JECYZ-BQ9AA,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
28511,RPARC-2023-0425-0528-KOPYH-A16Y2,BITAG-2023-0425-1028-VFUWZ-1QYXP,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0425-1030-SQEGI-PWFOL,INNOVACION,INSUM-2023-0615-1222-WZ1PE-ASVMH,12/1/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0615-1222-WZ1PE-ASVMH,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
28511,RPARC-2023-0425-0528-3YLTP-AM5MH,BITAG-2023-0425-1019-Q5CLX-AZCR0,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0425-1030-DNJEH-PBIRG,INNOVACION,INSUM-2023-0615-1229-0DRS7-HGT69,12/3/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0615-1229-0DRS7-HGT69,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
17218,RPARC-2023-0425-0352-U2LG0-TPRRG,BITAG-2023-0425-0428-NICKD-QDXZE,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0425-0430-H3Y91-IREU7,INNOVACION,INSUM-2023-0615-1208-MUUO6-D9E91,11/13/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0615-1208-MUUO6-D9E91,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
17218,RPARC-2023-0425-0351-IZDH1-PFKUR,BITAG-2023-0425-0354-JJGYS-ZUEM3,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0425-0421-LDPMN-0LBIQ,INNOVACION,INSUM-2023-0615-1202-UFWG7-ZUA1R,11/15/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0615-1202-UFWG7-ZUA1R,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
15946,RPARC-2023-0425-0243-1EQBB-PB7KS,BITAG-2023-0425-0245-RXVNM-YNEYH,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0425-0312-DJ8CX-RSEHB,INNOVACION,INSUM-2023-0614-1148-RH5CS-HKMOM,11/20/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-1148-RH5CS-HKMOM,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
11856,RPARC-2023-0425-0154-UDW4X-DUG6O,BITAG-2023-0425-0207-QORVC-GLLG5,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0425-0209-WZTOV-QFJY8,INNOVACION,INSUM-2023-0614-0136-DGJQZ-R2GP5,12/9/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0136-DGJQZ-R2GP5,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
9159,RPARC-2023-0417-1241-FZ53W-4ZKHQ,BITAG-2023-0417-1242-RMX3W-7VNMC,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0417-1243-365UZ-K9EUW,INNOVACION,INSUM-2023-0614-0304-C7KOZ-XCP5S,12/3/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0304-C7KOZ-XCP5S,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
21959,RPARC-2023-0129-1128-2GZON-RWL4U,BITAG-2023-0129-1131-9IBSM-PZQOW,MODULO,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0129-1132-T79BT-K7YG4,INNOVACION,INSUM-2023-0615-0210-CYZ0Y-EYBBV,12/5/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0615-0210-CYZ0Y-EYBBV,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
35805,RPARC-2023-0127-1204-OL3KG-CIABR,BITAG-2023-0127-1211-C9JWY-MITNH,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0127-1214-RHMIB-CVSBJ,INNOVACION,INSUM-2023-0614-0456-N6XLX-U5ECS,12/14/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0456-N6XLX-U5ECS,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
19996,RPARC-2023-0127-1259-OQLEA-KNRP1,BITAG-2023-0127-0101-DYBKF-6FNHZ,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0127-0102-3ZUXO-ZL8FZ,INNOVACION,INSUM-2023-0614-0727-SHMCF-TTLNU,12/5/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0727-SHMCF-TTLNU,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
23434,RPARC-2023-0126-1231-7EWUN-M5FJ8,BITAG-2023-0126-1235-6BA2J-CMFQD,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0126-1237-QZPLY-8CEQP,INNOVACION,INSUM-2023-0614-0735-XQZAS-JH9Q1,11/11/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0735-XQZAS-JH9Q1,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
23747,RPARC-2023-0125-1156-ES6SG-SCVJD,BITAG-2023-0126-1200-O1DFJ-PGNHO,AE,SONORA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0126-1201-MDWXY-VKY60,INNOVACION,INSUM-2023-0614-0744-NGC1D-VUU5S,12/5/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0744-NGC1D-VUU5S,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
11911,RPARC-2023-0125-1212-U9LFW-SNWIM,BITAG-2023-0125-1215-BCWMS-ULVHV,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0125-1216-24DS4-L5YNP,INNOVACION,INSUM-2023-0614-0653-GYLAC-K8MCC,12/12/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0653-GYLAC-K8MCC,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
32075,RPARC-2023-0125-1125-0QBRL-LKJZS,BITAG-2023-0125-1132-IMNLS-BHKGM,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0125-1135-TQVZK-TUIL7,INNOVACION,INSUM-2023-0614-0752-T6V9E-W5IM8,12/1/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0752-T6V9E-W5IM8,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZA,0.7,KG_HA,FOLIAR,
28095,RPARC-2023-0125-1111-L0LVP-3ALHI,BITAG-2023-0125-1113-HJKRV-XUETG,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0125-1115-JCGSP-G2E7B,INNOVACION,INSUM-2023-0614-0713-YWAJP-PGE85,12/2/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0713-YWAJP-PGE85,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
31080,RPARC-2023-0124-1148-AHGUY-42PU0,BITAG-2023-0124-1153-BL7DF-6NJMS,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0124-1154-CPOHO-SDQCQ,INNOVACION,INSUM-2023-0614-0524-54SAB-R0SRY,12/5/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0524-54SAB-R0SRY,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
9159,RPARC-2023-0124-1124-PDWWZ-MRJP1,BITAG-2023-0124-1127-Q0JIF-RE48G,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0124-1128-CUK26-YYHPA,INNOVACION,INSUM-2023-0614-0256-ZZKU1-PAVSG,12/1/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0256-ZZKU1-PAVSG,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
3561,RPARC-2023-0124-0349-6ZYIJ-4WSCD,BITAG-2023-0124-0354-4R0N3-SZRZE,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0124-0355-MKC9B-5Z8Y8,INNOVACION,INSUM-2023-0614-0554-RHBW2-HPUUQ,11/25/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0554-RHBW2-HPUUQ,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
3736,47194314-C9D0-A03A-1DB1-61EF98232B2A,BITAG-2023-0123-1226-JVMUL-1JLOA,AE,SINALOA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0123-1227-AXCXQ-RAFID,INNOVACION,INSUM-2023-0614-0802-TEGCC-NE9VP,11/20/2022,SIEMBRA,TRATAMIENTO_DE_SEMILLA,SI,,,NO,,,,,,,,,,,,,,,,,1,INSUM-2023-0614-0802-TEGCC-NE9VP,1,ADITIVO,BIOLOGICO_ETOLOGICO_ORGANICO,M-300 GLOMUS INTRARADICES,,,,,,MICORRIZAS,0.7,KG_HA,FOLIAR,
